"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010742","macrophage derived foam cell differentiation","5/339","39/18842",0.128205128205128,7.12578473640421,5.1833580712222,0.000637692040327514,0.0162556732984981,0.00682157212242466,"4023/338/5468/8435/185",5
"GO:0042445","hormone metabolic process","12/339","219/18842",0.0547945205479452,3.04554087364125,4.12131820205799,0.000639181869239464,0.0162556732984981,0.00682157212242466,"6718/1592/51478/125/53919/6770/1734/216/2494/340665/51200/6783",12
"GO:0007517","muscle organ development","13/339","251/18842",0.051792828685259,2.87870347518481,4.05578078651143,0.000654126628596715,0.0164034646436126,0.00688359165869711,"6474/2263/4654/3084/6495/7490/6899/7137/22933/1291/140578/4036/58",13
"GO:0019229","regulation of vasoconstriction","6/339","59/18842",0.101694915254237,5.65231738413079,4.84444032982937,0.000655312994570244,0.0164034646436126,0.00688359165869711,"2266/2243/79987/80005/185/2244",6
"GO:0048863","stem cell differentiation","11/339","190/18842",0.0578947368421053,3.21785437043937,4.15889420205747,0.000677493588661099,0.0168261884246378,0.00706098454222617,"2263/3651/2099/3084/9037/6495/54437/6899/6939/2494/340665",11
"GO:0060976","coronary vasculature development","4/339","23/18842",0.173913043478261,9.66628190329614,5.62897355492417,0.00069547083013027,0.0171387734029777,0.00719215849823387,"6899/2627/8862/4036",4
"GO:0045444","fat cell differentiation","11/339","191/18842",0.0575916230366492,3.20100696535854,4.13826015055095,0.000707607857844121,0.0173037336929728,0.00726138285424017,"4023/252995/2662/6495/4232/5468/8840/22933/1050/4929/6783",11
"GO:0055123","digestive system development","7/339","83/18842",0.0843373493975904,4.68756441695987,4.55726800644806,0.000738587169414445,0.0178393292600938,0.00748614154140599,"2263/2294/10736/6425/3158/2494/2627",7
"GO:0036293","response to decreased oxygen levels","14/339","287/18842",0.0487804878048781,2.71127419238794,3.9542199175288,0.000740733394882787,0.0178393292600938,0.00748614154140599,"2263/3741/3777/360/7852/3708/5468/134/2168/3673/22933/84557/84709/2627",14
"GO:0009306","protein secretion","15/339","323/18842",0.0464396284829721,2.58116660730431,3.8797244225934,0.000802677426435485,0.0189799026482111,0.00796477466136905,"9971/3651/3741/9066/3172/2266/5468/3570/222546/6928/4547/2243/54097/2775/2244",15
"GO:0001707","mesoderm formation","5/339","41/18842",0.121951219512195,6.77818548096985,5.0132998599711,0.000806004044513525,0.0189799026482111,0.00796477466136905,"2263/2139/10736/2138/3673",5
"GO:0090077","foam cell differentiation","5/339","41/18842",0.121951219512195,6.77818548096985,5.0132998599711,0.000806004044513525,0.0189799026482111,0.00796477466136905,"4023/338/5468/8435/185",5
"GO:0014904","myotube cell development","4/339","24/18842",0.166666666666667,9.26352015732547,5.48295559979655,0.000822821785811421,0.0190207441996468,0.00798191351397727,"6474/4654/1291/58",4
"GO:0048546","digestive tract morphogenesis","4/339","24/18842",0.166666666666667,9.26352015732547,5.48295559979655,0.000822821785811421,0.0190207441996468,0.00798191351397727,"2263/2294/10736/6425",4
"GO:0023061","signal release","18/339","430/18842",0.0418604651162791,2.32665157439802,3.76678967141643,0.000842747152854164,0.0190207441996468,0.00798191351397727,"9971/3651/3741/9066/3172/57512/2266/5468/134/3570/222546/6928/2297/2243/54097/2775/185/2244",18
"GO:0060485","mesenchyme development","14/339","291/18842",0.0481099656357388,2.67400581860941,3.89538640712015,0.000847108460868757,0.0190207441996468,0.00798191351397727,"2263/6092/3084/9037/6495/54437/2294/7490/6899/10736/2297/10252/340665/58",14
"GO:0003163","sinoatrial node development","3/339","11/18842",0.272727272727273,15.1584875301689,6.35780587049784,0.000855604410364734,0.0190207441996468,0.00798191351397727,"6474/9096/2627",3
"GO:0034379","very-low-density lipoprotein particle assembly","3/339","11/18842",0.272727272727273,15.1584875301689,6.35780587049784,0.000855604410364734,0.0190207441996468,0.00798191351397727,"338/8435/4547",3
"GO:0086015","SA node cell action potential","3/339","11/18842",0.272727272727273,15.1584875301689,6.35780587049784,0.000855604410364734,0.0190207441996468,0.00798191351397727,"3741/9096/55800",3
"GO:0086018","SA node cell to atrial cardiac muscle cell signaling","3/339","11/18842",0.272727272727273,15.1584875301689,6.35780587049784,0.000855604410364734,0.0190207441996468,0.00798191351397727,"3741/9096/55800",3
"GO:0016485","protein processing","12/339","227/18842",0.052863436123348,2.93820903668473,3.97660790847955,0.000875253081068519,0.0191916086869115,0.00805361552235516,"5345/1675/84000/3549/2266/64063/745/2243/6281/2147/5251/2244",12
"GO:0035592","establishment of protein localization to extracellular region","15/339","326/18842",0.0460122699386503,2.55741354036593,3.83945789797372,0.000881401342651486,0.0191916086869115,0.00805361552235516,"9971/3651/3741/9066/3172/2266/5468/3570/222546/6928/4547/2243/54097/2775/2244",15
"GO:0071692","protein localization to extracellular region","15/339","326/18842",0.0460122699386503,2.55741354036593,3.83945789797372,0.000881401342651486,0.0191916086869115,0.00805361552235516,"9971/3651/3741/9066/3172/2266/5468/3570/222546/6928/4547/2243/54097/2775/2244",15
"GO:0048332","mesoderm morphogenesis","5/339","42/18842",0.119047619047619,6.61680011237533,4.93248120146102,0.000901603271681119,0.0193661945991505,0.00812687919898233,"2263/2139/10736/2138/3673",5
"GO:0060675","ureteric bud morphogenesis","5/339","42/18842",0.119047619047619,6.61680011237533,4.93248120146102,0.000901603271681119,0.0193661945991505,0.00812687919898233,"25789/6495/7490/10736/2297",5
"GO:0072378","blood coagulation, fibrin clot formation","4/339","25/18842",0.16,8.89297935103245,5.34523160966481,0.000965774746584826,0.0206053551637125,0.00864688369262609,"2266/2243/2147/2244",4
"GO:0006959","humoral immune response","14/339","296/18842",0.0472972972972973,2.62883680140317,3.82321789563452,0.000997955395373231,0.0211500013459433,0.00887544040295529,"3958/1675/6374/10406/3017/4879/57817/2243/2147/7018/9547/78989/2627/2244",14
"GO:0021879","forebrain neuron differentiation","5/339","43/18842",0.116279069767442,6.46292103999451,4.85425432997807,0.0010053883834012,0.021156320922707,0.00887809236623512,"2263/429/6092/10716/26468",5
"GO:0048706","embryonic skeletal system development","6/339","64/18842",0.09375,5.21073008849558,4.56723620545749,0.00101156363015145,0.021156320922707,0.00887809236623512,"3221/2263/55959/6495/6899/1745",6
"GO:0019216","regulation of lipid metabolic process","15/339","331/18842",0.0453172205438066,2.5187819158891,3.77333377803289,0.00102713914455495,0.0213416688924194,0.00895587226005565,"9971/33/335/57540/3172/6770/5468/134/2168/3638/22933/2494/185/336/83643",15
"GO:0007507","heart development","18/339","438/18842",0.0410958904109589,2.28415565523094,3.68069101575929,0.00103878384505188,0.0214434665157139,0.00899859087382471,"6474/2263/429/9096/23768/6092/3084/3549/2294/7490/6899/7137/4879/10252/7133/2627/8862/4036",18
"GO:0015849","organic acid transport","15/339","332/18842",0.0451807228915663,2.51119522337136,3.76025375946789,0.00105860546923256,0.021572479401861,0.00905273016977476,"9971/11309/9368/121260/53919/9056/387700/5468/134/2168/126969/5244/81579/375611/4036",15
"GO:0046942","carboxylic acid transport","15/339","332/18842",0.0451807228915663,2.51119522337136,3.76025375946789,0.00105860546923256,0.021572479401861,0.00905273016977476,"9971/11309/9368/121260/53919/9056/387700/5468/134/2168/126969/5244/81579/375611/4036",15
"GO:0030073","insulin secretion","10/339","171/18842",0.0584795321637427,3.25035794993876,4.00125858741115,0.00109001193297984,0.0219536728071542,0.0092126951407145,"9971/3651/3741/9066/3172/3570/222546/6928/54097/2775",10
"GO:0015711","organic anion transport","18/339","440/18842",0.0409090909090909,2.27377312952534,3.65945707801611,0.0010934719986316,0.0219536728071542,0.0092126951407145,"9971/11309/9368/121260/53919/9056/387700/5468/134/2168/6515/126969/5244/4547/283375/81579/375611/4036",18
"GO:0071402","cellular response to lipoprotein particle stimulus","5/339","44/18842",0.113636363636364,6.31603647090373,4.77847388486219,0.0011177850599568,0.0219536728071542,0.0092126951407145,"4023/335/338/5468/336",5
"GO:0072171","mesonephric tubule morphogenesis","5/339","44/18842",0.113636363636364,6.31603647090373,4.77847388486219,0.0011177850599568,0.0219536728071542,0.0092126951407145,"25789/6495/7490/10736/2297",5
"GO:0003156","regulation of animal organ formation","3/339","12/18842",0.25,13.8952802359882,6.04821188160213,0.00112565230184528,0.0219536728071542,0.0092126951407145,"6092/6495/7490",3
"GO:0030878","thyroid gland development","3/339","12/18842",0.25,13.8952802359882,6.04821188160213,0.00112565230184528,0.0219536728071542,0.0092126951407145,"6495/5909/6899",3
"GO:0051918","negative regulation of fibrinolysis","3/339","12/18842",0.25,13.8952802359882,6.04821188160213,0.00112565230184528,0.0219536728071542,0.0092126951407145,"5345/7448/2147",3
"GO:0030193","regulation of blood coagulation","6/339","66/18842",0.0909090909090909,5.05282917672298,4.46436277209519,0.00118965829841737,0.0230605105528586,0.00967717134982003,"5345/7448/2266/2243/2147/2244",6
"GO:2000027","regulation of animal organ morphogenesis","5/339","45/18842",0.111111111111111,6.17568010488364,4.70500578281489,0.00123922465244085,0.0238757283036936,0.0100192714019487,"6092/6495/7490/6899/10736",5
"GO:1900046","regulation of hemostasis","6/339","67/18842",0.0895522388059701,4.97741381587637,4.41447392534856,0.00128723572708504,0.0246513396168876,0.0103447509077659,"5345/7448/2266/2243/2147/2244",6
"GO:0007519","skeletal muscle tissue development","7/339","92/18842",0.0760869565217391,4.22899833269206,4.20234639401367,0.00135852999940714,0.0258608794497921,0.0108523252821762,"6474/4654/6495/6899/22933/1291/58",7
"GO:0086070","SA node cell to atrial cardiac muscle cell communication","3/339","13/18842",0.230769230769231,12.8264125255276,5.7735352506805,0.00144392733349952,0.0271612129774851,0.0113980005537864,"3741/9096/55800",3
"GO:1904179","positive regulation of adipose tissue development","3/339","13/18842",0.230769230769231,12.8264125255276,5.7735352506805,0.00144392733349952,0.0271612129774851,0.0113980005537864,"9971/4023/5468",3
"GO:0010038","response to metal ion","14/339","308/18842",0.0454545454545455,2.52641458836149,3.65589771437784,0.001454441339552,0.0271980530496224,0.0114134602154359,"3651/3777/360/23627/3707/2266/3158/84557/4547/57817/2243/7018/375611/2244",14
"GO:0015718","monocarboxylic acid transport","10/339","178/18842",0.0561797752808989,3.12253488449173,3.85117474072742,0.00147438708505239,0.0274098043472604,0.0115023200689978,"9971/11309/9368/53919/387700/5468/2168/126969/5244/81579",10
"GO:0072376","protein activation cascade","4/339","28/18842",0.142857142857143,7.9401601348504,4.97437688514168,0.00149823452926845,0.0276912067938627,0.0116204085080108,"2266/2243/2147/2244",4
"GO:0021872","forebrain generation of neurons","5/339","47/18842",0.106382978723404,5.91288520680349,4.56452016528037,0.00151098317517923,0.0277654075947674,0.0116515463209834,"2263/429/6092/10716/26468",5
"GO:0007584","response to nutrient","9/339","149/18842",0.0604026845637584,3.35724891607769,3.91011765443754,0.00152956733012729,0.0279453709337624,0.0117270665946629,"4023/429/3651/1592/360/5468/3673/3158/5251",9
"GO:0014033","neural crest cell differentiation","6/339","70/18842",0.0857142857142857,4.76409608091024,4.27056363146697,0.00161691860407794,0.0293724813849358,0.012325942857158,"3084/9037/6495/54437/6899/340665",6
"GO:0070482","response to oxygen levels","14/339","312/18842",0.0448717948717949,2.49402465774147,3.60187056404659,0.00164082972042203,0.0296374868251229,0.0124371504146596,"2263/3741/3777/360/7852/3708/5468/134/2168/3673/22933/84557/84709/2627",14
"GO:0001666","response to hypoxia","13/339","278/18842",0.0467625899280576,2.59911716644384,3.63578047450787,0.00165562699762596,0.0296859379870976,0.012457482583605,"2263/3741/3777/360/7852/3708/5468/134/2168/3673/22933/84709/2627",13
"GO:0070328","triglyceride homeostasis","5/339","48/18842",0.104166666666667,5.78970009832842,4.49728156145405,0.00166218841198596,0.0296859379870976,0.012457482583605,"9971/4023/335/3172/134",5
"GO:0050708","regulation of protein secretion","12/339","245/18842",0.0489795918367347,2.72234061766299,3.67291932896544,0.00167988697389618,0.029834417262659,0.0125197908047613,"9971/3651/3741/9066/3172/2266/5468/3570/222546/2243/2775/2244",12
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","4/339","29/18842",0.137931034482759,7.66636150951073,4.86283553864607,0.00171357137800322,0.030061166584035,0.0126149444671826,"55959/64094/10252/8862",4
"GO:0009611","response to wounding","19/339","496/18842",0.0383064516129032,2.12911552003045,3.4493659350621,0.00171848951191901,0.030061166584035,0.0126149444671826,"5345/9066/3172/7448/3084/3371/83854/2266/5468/8840/3570/3673/2243/64094/79987/6281/960/2147/2244",19
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","6/339","71/18842",0.0845070422535211,4.69699613610869,4.22440176747747,0.00173993540467519,0.030061166584035,0.0126149444671826,"9971/335/79444/307/147138/83643",6
"GO:0042310","vasoconstriction","6/339","71/18842",0.0845070422535211,4.69699613610869,4.22440176747747,0.00173993540467519,0.030061166584035,0.0126149444671826,"2266/2243/79987/80005/185/2244",6
"GO:0061045","negative regulation of wound healing","6/339","71/18842",0.0845070422535211,4.69699613610869,4.22440176747747,0.00173993540467519,0.030061166584035,0.0126149444671826,"5345/7448/2266/2243/2147/2244",6
"GO:0051962","positive regulation of nervous system development","11/339","214/18842",0.0514018691588785,2.85697350646486,3.69794314074679,0.00177445981114396,0.0304919337277115,0.0127957126878895,"6474/347731/84631/6092/9037/7852/745/139065/140578/7133/4036",11
"GO:0034374","low-density lipoprotein particle remodeling","3/339","14/18842",0.214285714285714,11.9102402022756,5.52747751636371,0.00181335834699885,0.0307199409204081,0.0128913942066337,"338/185/336",3
"GO:0042447","hormone catabolic process","3/339","14/18842",0.214285714285714,11.9102402022756,5.52747751636371,0.00181335834699885,0.0307199409204081,0.0128913942066337,"1734/51200/6783",3
"GO:0055090","acylglycerol homeostasis","5/339","49/18842",0.102040816326531,5.67154295346457,4.43191149548204,0.00182420812842074,0.0307199409204081,0.0128913942066337,"9971/4023/335/3172/134",5
"GO:0030301","cholesterol transport","8/339","124/18842",0.0645161290322581,3.5858787705776,3.91038961907886,0.00182638214342785,0.0307199409204081,0.0128913942066337,"9066/335/6770/338/5468/8435/5244/336",8
"GO:0048568","embryonic organ development","12/339","248/18842",0.0483870967741935,2.6894090779332,3.62497486911844,0.00185997016977471,0.0311202377353358,0.013059375781021,"3221/2263/9096/51478/6495/3549/2294/6899/5090/10736/4005/6496",12
"GO:0050818","regulation of coagulation","6/339","72/18842",0.0833333333333333,4.63176007866273,4.17909276839638,0.00186992399735302,0.0311229758512316,0.0130605248109455,"5345/7448/2266/2243/2147/2244",6
"GO:0007596","blood coagulation","11/339","216/18842",0.0509259259259259,2.83052004807167,3.66245515297177,0.00190929422933213,0.0316127414325356,0.013266051286201,"5345/3172/7448/83854/2266/3570/3673/2243/79987/2147/2244",11
"GO:0048645","animal organ formation","4/339","30/18842",0.133333333333333,7.41081612586037,4.7564968392004,0.00194947787971994,0.0321108299462678,0.0134750704180071,"6092/6495/7490/4036",4
"GO:0048562","embryonic organ morphogenesis","9/339","157/18842",0.0573248407643312,3.18617890761513,3.72322879273822,0.00219028090384821,0.0348547682757632,0.0146265436833974,"3221/2263/9096/6495/3549/2294/6899/10736/6496",9
"GO:0048839","inner ear development","7/339","100/18842",0.07,3.8906784660767,3.92303849711039,0.00219784200526737,0.0348547682757632,0.0146265436833974,"2263/9096/3777/793/6495/6899/375611",7
"GO:0061351","neural precursor cell proliferation","7/339","100/18842",0.07,3.8906784660767,3.92303849711039,0.00219784200526737,0.0348547682757632,0.0146265436833974,"2263/57540/9355/22933/283375/6496/4036",7
"GO:0050817","coagulation","11/339","220/18842",0.05,2.77905604719764,3.59268018759829,0.00220402923051208,0.0348547682757632,0.0146265436833974,"5345/3172/7448/83854/2266/3570/3673/2243/79987/2147/2244",11
"GO:0010039","response to iron ion","4/339","31/18842",0.129032258064516,7.1717575411552,4.65494453977246,0.00220692846871868,0.0348547682757632,0.0146265436833974,"3651/84557/57817/7018",4
"GO:0042167","heme catabolic process","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"259/11309/2168",3
"GO:0046149","pigment catabolic process","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"259/11309/2168",3
"GO:0048701","embryonic cranial skeleton morphogenesis","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"2263/6495/6899",3
"GO:0048714","positive regulation of oligodendrocyte differentiation","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"7852/745/7133",3
"GO:0099509","regulation of presynaptic cytosolic calcium ion concentration","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"793/134/794",3
"GO:2001028","positive regulation of endothelial cell chemotaxis","3/339","15/18842",0.2,11.1162241887906,5.30523056442409,0.00223666962197411,0.0348547682757632,0.0146265436833974,"9037/8817/64094",3
"GO:0007599","hemostasis","11/339","222/18842",0.0495495495495495,2.7540195062319,3.55837584232453,0.00236467274043332,0.036669729960183,0.0153881788247022,"5345/3172/7448/83854/2266/3570/3673/2243/79987/2147/2244",11
"GO:0036294","cellular response to decreased oxygen levels","9/339","159/18842",0.0566037735849057,3.14610118550676,3.67837666793665,0.00238659650442429,0.0368300499396351,0.0154554559089801,"2263/3777/360/5468/2168/22933/84557/84709/2627",9
"GO:0014013","regulation of gliogenesis","6/339","76/18842",0.0789473684210526,4.38798323241733,4.00583394044474,0.00246464692745119,0.0376467314320689,0.0157981702093593,"7852/22933/745/7133/2147/4036",6
"GO:0031018","endocrine pancreas development","4/339","32/18842",0.125,6.9476401179941,4.55780796536923,0.00248688694581141,0.0376467314320689,0.0157981702093593,"3651/3570/222546/6928",4
"GO:0048384","retinoic acid receptor signaling pathway","4/339","32/18842",0.125,6.9476401179941,4.55780796536923,0.00248688694581141,0.0376467314320689,0.0157981702093593,"1592/6899/5468/340665",4
"GO:0090183","regulation of kidney development","4/339","32/18842",0.125,6.9476401179941,4.55780796536923,0.00248688694581141,0.0376467314320689,0.0157981702093593,"6495/7490/10736/2297",4
"GO:0050878","regulation of body fluid levels","14/339","327/18842",0.0428134556574924,2.37961985692764,3.40645145451361,0.00252614457306571,0.0380597800842459,0.0159715029971901,"5345/3172/7448/360/83854/2266/3570/4879/3673/2243/79987/2147/8862/2244",14
"GO:0060411","cardiac septum morphogenesis","5/339","53/18842",0.0943396226415094,5.2435019758446,4.18736925305164,0.00258950287318645,0.0386113909272508,0.0162029823754953,"2263/6092/6899/2627/4036",5
"GO:0090181","regulation of cholesterol metabolic process","5/339","53/18842",0.0943396226415094,5.2435019758446,4.18736925305164,0.00258950287318645,0.0386113909272508,0.0162029823754953,"9971/33/335/3638/185",5
"GO:0019218","regulation of steroid metabolic process","7/339","103/18842",0.0679611650485437,3.77735773405505,3.82567416667345,0.00259919397874541,0.0386113909272508,0.0162029823754953,"9971/33/335/6770/3638/2494/185",7
"GO:0048754","branching morphogenesis of an epithelial tube","6/339","77/18842",0.0779220779220779,4.33099643719113,3.96438656665267,0.0026333036725336,0.0389361505813224,0.0163392653434182,"2263/25789/6495/7490/10736/2297",6
"GO:0008217","regulation of blood pressure","9/339","162/18842",0.0555555555555556,3.08784005244182,3.6124100803013,0.00270702145672604,0.0396119255850536,0.0166228492861953,"5345/3777/6296/7137/5468/134/4879/185/8862",9
"GO:0006787","porphyrin-containing compound catabolic process","3/339","16/18842",0.1875,10.4214601769912,5.10305125490037,0.00271638873153246,0.0396119255850536,0.0166228492861953,"259/11309/2168",3
"GO:0033015","tetrapyrrole catabolic process","3/339","16/18842",0.1875,10.4214601769912,5.10305125490037,0.00271638873153246,0.0396119255850536,0.0166228492861953,"259/11309/2168",3
"GO:0035914","skeletal muscle cell differentiation","4/339","33/18842",0.121212121212121,6.73710556896398,4.4647557744444,0.00279030488501694,0.0403199055884948,0.0169199478170297,"4654/6495/6899/22933",4
"GO:0042573","retinoic acid metabolic process","4/339","33/18842",0.121212121212121,6.73710556896398,4.4647557744444,0.00279030488501694,0.0403199055884948,0.0169199478170297,"1592/125/216/340665",4
"GO:0048565","digestive tract development","6/339","78/18842",0.0769230769230769,4.27547084184252,3.92363930468728,0.00281047189843631,0.0404275573082762,0.0169651230587504,"2263/2294/10736/6425/3158/2627",6
"GO:0002793","positive regulation of peptide secretion","7/339","106/18842",0.0660377358490566,3.67045138309122,3.73189932282702,0.00305462236917624,0.043741641944195,0.0183558539714975,"9971/3651/2266/134/222546/2243/2244",7
"GO:0061041","regulation of wound healing","8/339","135/18842",0.0592592592592593,3.29369605593794,3.62019053355064,0.00310245749593017,0.0442274097738207,0.0185597028200624,"5345/7448/2266/8840/2243/64094/2147/2244",8
"GO:0003161","cardiac conduction system development","4/339","34/18842",0.117647058823529,6.53895540517092,4.37549073466937,0.00311812014950582,0.0442522498003527,0.0185701267520275,"6474/9096/4879/2627",4
"GO:0030100","regulation of endocytosis","13/339","300/18842",0.0433333333333333,2.40851524090462,3.32869987048865,0.00320720294796505,0.0453142140959151,0.0190157721522884,"3958/9066/335/7448/3084/3673/57817/7018/197/78989/8862/336/929",13
"GO:0007168","receptor guanylyl cyclase signaling pathway","3/339","17/18842",0.176470588235294,9.80843310775638,4.91797569770648,0.00325485415690065,0.0453823744069612,0.0190443751187205,"4879/3000/79849",3
"GO:0010092","specification of animal organ identity","3/339","17/18842",0.176470588235294,9.80843310775638,4.91797569770648,0.00325485415690065,0.0453823744069612,0.0190443751187205,"6092/6495/4036",3
"GO:0051917","regulation of fibrinolysis","3/339","17/18842",0.176470588235294,9.80843310775638,4.91797569770648,0.00325485415690065,0.0453823744069612,0.0190443751187205,"5345/7448/2147",3
"GO:0002065","columnar/cuboidal epithelial cell differentiation","5/339","56/18842",0.0892857142857143,4.9626000842815,4.01964637814428,0.00329935859870001,0.0456028738489885,0.0191369060658626,"10309/2263/10406/222546/2627",5
"GO:0051480","regulation of cytosolic calcium ion concentration","5/339","56/18842",0.0892857142857143,4.9626000842815,4.01964637814428,0.00329935859870001,0.0456028738489885,0.0191369060658626,"793/3708/134/794/2147",5
"GO:0061138","morphogenesis of a branching epithelium","6/339","81/18842",0.0740740740740741,4.11712006992243,3.80538672302371,0.00339569140542939,0.0467311817223378,0.0196103920539861,"2263/25789/6495/7490/10736/2297",6
"GO:0010743","regulation of macrophage derived foam cell differentiation","4/339","35/18842",0.114285714285714,6.35212810788032,4.2897453236083,0.00347125551220444,0.0473610355077164,0.0198747054997995,"4023/338/5468/185",4
"GO:0072210","metanephric nephron development","4/339","35/18842",0.114285714285714,6.35212810788032,4.2897453236083,0.00347125551220444,0.0473610355077164,0.0198747054997995,"7490/10736/153572/2297",4
"GO:0003073","regulation of systemic arterial blood pressure","6/339","82/18842",0.0731707317073171,4.06691128858191,3.76723292138295,0.00360955875666572,0.0490375525104288,0.0205782433624563,"5345/3777/7137/134/4879/185",6
